237,65,1870.00,\N,\N,"2005-01-12",\N
238,223,150.00,\N,\N,"2005-01-12",\N
239,130,60.00,\N,\N,"2005-01-12",\N
240,282,167.40,\N,\N,"2005-01-12",\N
241,282,-49.40,\N,\N,"2005-01-12",\N
242,275,11.95,\N,\N,"2005-01-12",\N
243,275,11.95,\N,\N,"2005-01-12",\N
244,20,10.70,\N,\N,"2005-01-12",\N
245,61,59.95,\N,\N,"2005-01-12",\N
246,155,5.25,\N,\N,"2005-01-12",\N
247,156,80.00,\N,\N,"2005-01-12",\N
248,271,23.00,\N,\N,"2005-01-14",\N
249,263,97.00,\N,\N,"2005-01-14",\N
250,1,7.25,\N,\N,"2005-01-14",\N
251,22,13.95,\N,\N,"2005-01-14",\N
252,117,105.25,\N,\N,"2005-01-14",\N
253,134,20.50,\N,\N,"2005-01-14",\N
254,275,57.05,\N,\N,"2005-01-14",\N
255,105,9.40,\N,\N,"2005-01-14",\N
256,270,7.75,\N,\N,"2005-01-14",\N
257,113,10.95,\N,\N,"2005-01-14",\N
258,19,10.50,\N,\N,"2005-01-14",\N
259,21,4.90,\N,\N,"2005-01-14",\N
260,92,21.60,\N,\N,"2005-01-14",\N
261,20,10.70,\N,\N,"2005-01-14",\N
262,106,24.95,\N,\N,"2005-01-14",\N
263,106,24.95,\N,\N,"2005-01-14",\N
264,106,-19.95,\N,\N,"2005-01-14",\N
265,20,10.70,\N,\N,"2005-01-14",\N
266,20,10.70,\N,\N,"2005-01-14",\N
267,20,-10.10,\N,\N,"2005-01-14",\N
268,1,5.95,\N,\N,"2005-01-14",\N
269,1,5.95,\N,\N,"2005-01-14",\N
270,46,30.95,\N,\N,"2005-01-14",\N
271,262,10.00,\N,\N,"2005-01-14",\N
272,270,7.75,\N,\N,"2005-01-14",\N
273,231,18.80,\N,\N,"2005-01-14",\N
274,231,18.80,\N,\N,"2005-01-14",\N
275,231,-14.10,\N,\N,"2005-01-14",\N
276,130,55.95,\N,\N,"2005-01-14",\N
277,93,25.00,\N,\N,"2005-01-14",\N
278,101,65.00,\N,\N,"2005-01-14",\N
279,95,19.80,\N,\N,"2005-01-14",\N
280,95,19.80,\N,\N,"2005-01-14",\N
281,95,-14.10,\N,\N,"2005-01-14",\N
282,263,60.00,\N,\N,"2005-01-14",\N
283,60,83.95,\N,\N,"2005-01-14",\N
284,48,3.95,\N,\N,"2005-01-14",\N
285,265,8.95,\N,\N,"2005-01-14",\N
286,265,8.95,\N,\N,"2005-01-14",\N
287,265,-2.95,\N,\N,"2005-01-14",\N
288,265,11.95,\N,\N,"2005-01-14",\N
289,265,11.95,\N,\N,"2005-01-14",\N
290,16,12.50,\N,\N,"2005-01-14",\N
291,16,12.50,\N,\N,"2005-01-14",\N
292,262,5.00,\N,\N,"2005-01-14",\N
293,86,9.95,\N,\N,"2005-01-14",\N
294,86,9.95,\N,\N,"2005-01-14",\N
295,1,5.65,\N,\N,"2005-01-14",\N
296,1,5.65,\N,\N,"2005-01-14",\N
297,101,8.90,\N,\N,"2005-01-14",\N
298,101,8.90,\N,\N,"2005-01-14",\N
299,101,8.90,\N,\N,"2005-01-14",\N
300,101,8.90,\N,\N,"2005-01-14",\N
301,270,7.75,\N,\N,"2005-01-14",\N
302,60,179.00,\N,\N,"2005-01-14",\N
303,158,17.95,\N,\N,"2005-01-14",\N
304,262,6.95,\N,\N,"2005-01-14",\N
305,263,75.00,\N,\N,"2005-01-16",\N
306,52,335.01,\N,\N,"2005-01-16",\N
307,282,13.95,\N,\N,"2005-01-16",\N
308,282,55.80,\N,\N,"2005-01-16",\N
309,282,-14.75,\N,\N,"2005-01-16",\N
310,282,69.75,\N,\N,"2005-01-16",\N
311,282,-14.75,\N,\N,"2005-01-16",\N
312,93,10.90,\N,\N,"2005-01-16",\N
313,260,69.95,\N,\N,"2005-01-16",\N
314,260,69.95,\N,\N,"2005-01-16",\N
315,260,-39.90,\N,\N,"2005-01-16",\N
316,21,4.90,\N,\N,"2005-01-16",\N
317,260,17.95,\N,\N,"2005-01-16",\N
318,260,17.95,\N,\N,"2005-01-16",\N
319,260,17.95,\N,\N,"2005-01-16",\N
320,260,17.95,\N,\N,"2005-01-16",\N
321,260,17.95,\N,\N,"2005-01-16",\N
322,260,-39.75,\N,\N,"2005-01-16",\N
323,275,52.85,\N,\N,"2005-01-16",\N
324,260,14.90,\N,\N,"2005-01-16",\N
325,1,6.85,\N,\N,"2005-01-16",\N
326,137,89.95,\N,\N,"2005-01-16",\N
327,60,179.00,\N,\N,"2005-01-16",\N
328,19,9.50,\N,\N,"2005-01-16",\N
329,283,20.00,\N,\N,"2005-01-16",\N
330,283,20.00,\N,\N,"2005-01-16",\N
331,283,10.00,\N,\N,"2005-01-16",\N
332,161,51.50,\N,\N,"2005-01-16",\N
333,162,291.25,\N,\N,"2005-01-16",\N
334,162,291.25,\N,\N,"2005-01-21",\N
335,77,393.00,\N,\N,"2005-01-28",\N
336,93,20.00,\N,\N,"2005-01-28",\N
337,162,10.00,\N,\N,"2005-01-28",\N
338,63,399.00,\N,\N,"2005-01-28",\N
339,134,80.00,\N,\N,"2005-01-28",\N
340,162,78.00,\N,\N,"2005-01-28",\N
341,162,122.00,\N,\N,"2005-01-28",\N
342,77,40.00,\N,\N,"2005-01-28",\N
343,223,225.00,\N,\N,"2005-01-28",\N
344,263,48.00,\N,\N,"2005-01-28",\N
345,130,55.00,\N,\N,"2005-01-28",\N
346,223,339.00,\N,\N,"2005-01-28",\N
347,223,199.95,\N,\N,"2005-01-28",\N
348,162,75.00,\N,\N,"2005-01-28",\N
349,162,75.00,\N,\N,"2005-01-28",\N
350,270,13.50,\N,\N,"2005-01-28",\N
351,265,9.90,\N,\N,"2005-01-28",\N
352,265,9.90,\N,\N,"2005-01-28",\N
353,282,9.25,\N,\N,"2005-01-28",\N
354,282,9.25,\N,\N,"2005-01-28",\N
355,21,4.90,\N,\N,"2005-01-28",\N
356,135,65.00,\N,\N,"2005-01-28",\N
357,135,40.00,\N,\N,"2005-01-28",\N
358,134,23.50,\N,\N,"2005-01-28",\N
359,275,41.20,\N,\N,"2005-01-28",\N
360,95,20.95,\N,\N,"2005-01-28",\N
361,95,20.95,\N,\N,"2005-01-28",\N
362,95,-2.95,\N,\N,"2005-01-28",\N
363,131,6.95,\N,\N,"2005-01-28",\N
364,105,4.25,\N,\N,"2005-01-28",\N
365,282,389.85,\N,\N,"2005-01-28",\N
366,282,-255.00,\N,\N,"2005-01-28",\N
367,262,17.95,\N,\N,"2005-01-28",\N
368,162,149.85,\N,\N,"2005-01-28",\N
369,48,3.95,\N,\N,"2005-01-28",\N
370,21,4.90,\N,\N,"2005-01-28",\N
371,262,7.95,\N,\N,"2005-01-28",\N
372,275,11.25,\N,\N,"2005-01-28",\N
373,275,11.25,\N,\N,"2005-01-28",\N
374,275,11.25,\N,\N,"2005-01-28",\N
375,275,11.25,\N,\N,"2005-01-28",\N
376,275,-15.00,\N,\N,"2005-01-28",\N
377,263,87.50,\N,\N,"2005-01-28",\N
378,135,8.95,\N,\N,"2005-01-28",\N
379,130,1.00,\N,\N,"2005-01-28",\N
380,130,-1.00,\N,\N,"2005-01-28",\N
381,271,23.00,\N,\N,"2005-01-28",\N
382,101,8.00,\N,\N,"2005-01-28",\N
383,101,8.00,\N,\N,"2005-01-28",\N
384,94,20.00,\N,\N,"2005-01-28",\N
385,91,10.00,\N,\N,"2005-01-28",\N
386,203,17.00,\N,\N,"2005-01-28",\N
387,134,29.00,\N,\N,"2005-01-28",\N
388,49,10.00,\N,\N,"2005-01-28",\N
389,114,20.00,\N,\N,"2005-01-28",\N
390,262,15.00,\N,\N,"2005-01-28",\N
391,93,18.00,\N,\N,"2005-01-28",\N
392,202,11.95,\N,\N,"2005-01-28",\N
393,156,125.00,\N,\N,"2005-01-31",\N
394,142,599.00,\N,\N,"2005-01-31",\N
395,135,18.00,\N,\N,"2005-01-31",\N
396,270,18.95,\N,\N,"2005-01-31",\N
397,270,18.95,\N,\N,"2005-01-31",\N
398,270,18.95,\N,\N,"2005-01-31",\N
399,270,-21.85,\N,\N,"2005-01-31",\N
400,130,54.95,\N,\N,"2005-01-31",\N
401,86,9.95,\N,\N,"2005-01-31",\N
402,262,10.95,\N,\N,"2005-01-31",\N
403,19,5.95,\N,\N,"2005-01-31",\N
404,231,14.95,\N,\N,"2005-01-31",\N
405,200,2.95,\N,\N,"2005-01-31",\N
406,134,99.00,\N,\N,"2005-01-31",\N
407,60,175.00,\N,\N,"2005-01-31",\N
408,162,14.95,\N,\N,"2005-01-31",\N
409,190,23.95,\N,\N,"2005-01-31",\N
410,190,23.95,\N,\N,"2005-01-31",\N
411,190,-12.90,\N,\N,"2005-01-31",\N
412,61,19.95,\N,\N,"2005-01-31",\N
413,230,13.95,\N,\N,"2005-01-31",\N
414,230,13.95,\N,\N,"2005-01-31",\N
415,262,10.95,\N,\N,"2005-01-31",\N
416,94,22.95,\N,\N,"2005-01-31",\N
417,94,22.95,\N,\N,"2005-01-31",\N
418,94,-10.90,\N,\N,"2005-01-31",\N
419,1,5.95,\N,\N,"2005-01-31",\N
420,1,5.95,\N,\N,"2005-01-31",\N
421,204,10.95,\N,\N,"2005-01-31",\N
422,204,10.95,\N,\N,"2005-01-31",\N
423,204,10.95,\N,\N,"2005-01-31",\N
424,204,10.95,\N,\N,"2005-01-31",\N
425,204,10.50,\N,\N,"2005-01-31",\N
426,204,-15.25,\N,\N,"2005-01-31",\N
427,1,5.95,\N,\N,"2005-01-31",\N
428,1,5.95,\N,\N,"2005-01-31",\N
429,19,6.75,\N,\N,"2005-01-31",\N
430,113,16.25,\N,\N,"2005-01-31",\N
431,262,2.50,\N,\N,"2005-01-31",\N
432,49,10.95,\N,\N,"2005-01-31",\N
433,275,11.95,\N,\N,"2005-01-31",\N
434,275,11.95,\N,\N,"2005-01-31",\N
435,275,11.95,\N,\N,"2005-01-31",\N
436,275,-10.85,\N,\N,"2005-01-31",\N
437,115,6.95,\N,\N,"2005-01-31",\N
438,270,12.95,\N,\N,"2005-01-31",\N
439,270,12.95,\N,\N,"2005-01-31",\N
440,270,12.95,\N,\N,"2005-01-31",\N
441,270,12.95,\N,\N,"2005-01-31",\N
442,270,-16.80,\N,\N,"2005-01-31",\N
443,206,14.95,\N,\N,"2005-01-31",\N
444,151,5.50,\N,\N,"2005-01-31",\N
445,151,14.95,\N,\N,"2005-01-31",\N
446,16,23.95,\N,\N,"2005-01-31",\N
447,16,23.95,\N,\N,"2005-01-31",\N
448,16,-13.95,\N,\N,"2005-01-31",\N
449,93,10.00,\N,\N,"2005-01-31",\N
450,91,20.00,\N,\N,"2005-01-31",\N
451,282,13.95,\N,\N,"2005-01-31",\N
452,282,6.95,\N,\N,"2005-01-31",\N
453,270,18.95,\N,\N,"2005-01-31",\N
454,270,18.95,\N,\N,"2005-01-31",\N
455,270,-19.90,\N,\N,"2005-01-31",\N
456,270,18.95,\N,\N,"2005-01-31",\N
457,270,-9.95,\N,\N,"2005-01-31",\N
458,271,23.00,\N,\N,"2005-01-31",\N
459,129,20.00,\N,\N,"2005-01-31",\N
460,93,12.95,\N,\N,"2005-01-31",\N
461,283,10.95,\N,\N,"2005-01-31",\N
462,275,14.00,\N,\N,"2005-01-31",\N
463,22,9.20,\N,\N,"2005-01-31",\N
464,261,10.50,\N,\N,"2005-01-31",\N
465,282,99.50,\N,\N,"2005-01-31",\N
466,207,40.00,\N,\N,"2005-02-10",\N
467,142,4499.50,\N,\N,"2005-02-10",\N
468,260,153.85,\N,\N,"2005-02-10",\N
469,260,42.68,\N,\N,"2005-02-10",\N
470,260,89.76,\N,\N,"2005-02-10",\N
471,260,133.87,\N,\N,"2005-02-10",\N
472,260,150.00,\N,\N,"2005-02-10",\N
473,260,59.50,\N,\N,"2005-02-10",\N
474,260,50.51,\N,\N,"2005-02-10",\N
475,283,67.50,\N,\N,"2005-02-10",\N
476,117,60.80,\N,\N,"2005-02-10",\N
477,209,50.00,\N,\N,"2005-02-10",\N
478,263,109.50,\N,\N,"2005-02-10",\N
479,282,9.25,\N,\N,"2005-02-10",\N
480,93,24.00,\N,\N,"2005-02-10",\N
481,210,20.00,\N,\N,"2005-02-10",\N
482,271,23.00,\N,\N,"2005-02-10",\N
483,78,605.50,\N,\N,"2005-02-10",\N
484,273,91.75,\N,\N,"2005-02-10",\N
485,162,40.00,\N,\N,"2005-02-10",\N
486,81,180.00,\N,\N,"2005-02-10",\N
487,65,1903.00,\N,\N,"2005-02-10",\N
488,207,79.00,\N,\N,"2005-02-10",\N
489,61,139.50,\N,\N,"2005-02-10",\N
490,52,345.92,\N,\N,"2005-02-10",\N
491,134,80.00,\N,\N,"2005-02-10",\N
492,207,49.00,\N,\N,"2005-02-10",\N
493,270,16.95,\N,\N,"2005-02-10",\N
494,86,29.85,\N,\N,"2005-02-10",\N
495,86,-4.90,\N,\N,"2005-02-10",\N
496,48,7.50,\N,\N,"2005-02-10",\N
497,282,110.00,\N,\N,"2005-02-10",\N
498,101,106.80,\N,\N,"2005-02-10",\N
499,101,-49.95,\N,\N,"2005-02-10",\N
500,92,15.80,\N,\N,"2005-02-10",\N
501,92,15.80,\N,\N,"2005-02-10",\N
502,92,-12.40,\N,\N,"2005-02-10",\N
503,92,15.80,\N,\N,"2005-02-10",\N
504,162,47.40,\N,\N,"2005-02-10",\N
505,162,-12.40,\N,\N,"2005-02-10",\N
506,265,18.00,\N,\N,"2005-02-10",\N
507,275,52.60,\N,\N,"2005-02-10",\N
508,134,57.95,\N,\N,"2005-02-10",\N
509,108,10.00,\N,\N,"2005-02-10",\N
510,230,32.95,\N,\N,"2005-02-10",\N
511,283,10.95,\N,\N,"2005-02-10",\N
512,271,23.00,\N,\N,"2005-02-10",\N
513,77,129.00,\N,\N,"2005-02-10",\N
514,61,100.00,\N,\N,"2005-02-10",\N
515,262,7.95,\N,\N,"2005-02-10",\N
516,93,38.00,\N,\N,"2005-02-10",\N
517,93,-13.00,\N,\N,"2005-02-10",\N
518,142,-4498.50,\N,\N,"2005-02-16",\N
519,137,279.00,\N,\N,"2005-02-16",\N
520,151,44.95,\N,\N,"2005-02-16",\N
521,162,17.00,\N,\N,"2005-02-16",\N
522,190,31.95,\N,\N,"2005-02-16",\N
523,190,31.95,\N,\N,"2005-02-16",\N
524,190,-8.90,\N,\N,"2005-02-16",\N
525,230,21.95,\N,\N,"2005-02-16",\N
526,61,24.95,\N,\N,"2005-02-16",\N
527,137,13.95,\N,\N,"2005-02-16",\N
528,215,9.95,\N,\N,"2005-02-16",\N
529,215,9.95,\N,\N,"2005-02-16",\N
530,262,18.95,\N,\N,"2005-02-16",\N
531,260,75.39,\N,\N,"2005-02-16",\N
532,22,9.20,\N,\N,"2005-02-16",\N
533,93,20.00,\N,\N,"2005-02-16",\N
534,162,30.00,\N,\N,"2005-02-16",\N
535,209,17.95,\N,\N,"2005-02-16",\N
536,209,17.95,\N,\N,"2005-02-16",\N
537,1,11.90,\N,\N,"2005-02-16",\N
538,262,6.95,\N,\N,"2005-02-16",\N
539,282,69.75,\N,\N,"2005-02-16",\N
540,282,-14.75,\N,\N,"2005-02-16",\N
541,1,5.95,\N,\N,"2005-02-16",\N
542,48,2.95,\N,\N,"2005-02-16",\N
543,49,10.95,\N,\N,"2005-02-16",\N
544,270,6.95,\N,\N,"2005-02-16",\N
545,19,7.25,\N,\N,"2005-02-16",\N
546,230,9.90,\N,\N,"2005-02-16",\N
547,21,4.90,\N,\N,"2005-02-16",\N
548,135,32.00,\N,\N,"2005-02-16",\N
